,kpm,okpm,a,k,d,performance
0,0.0,0.0376884422110552,4.0,0.0,4.0,C
1,0.0376884422110552,0.2638190954773869,5.0,1.0,4.0,A
2,0.0376884422110552,0.1130653266331658,6.0,1.0,5.0,C
3,0.1130653266331658,0.414572864321608,1.0,3.0,4.0,A
4,0.0753768844221105,0.0,2.0,2.0,5.0,A
5,0.0376884422110552,0.0,12.0,1.0,1.0,B
6,0.2638190954773869,0.0376884422110552,6.0,7.0,1.0,A
7,0.1130653266331658,0.0376884422110552,10.0,3.0,2.0,C
8,0.414572864321608,0.1130653266331658,5.0,11.0,0.0,A
9,0.0,0.0753768844221105,18.0,0.0,3.0,A
10,0.0788091068301225,0.052539404553415,4.0,3.0,5.0,C
11,0.0262697022767075,0.0788091068301225,6.0,1.0,5.0,C
12,0.0262697022767075,0.1313485113835376,1.0,1.0,3.0,C
13,0.0788091068301225,0.1313485113835376,2.0,3.0,1.0,B
14,0.0,0.0262697022767075,4.0,0.0,2.0,C
15,0.052539404553415,0.0788091068301225,11.0,2.0,2.0,C
16,0.0788091068301225,0.0262697022767075,4.0,3.0,2.0,C
17,0.1313485113835376,0.0262697022767075,6.0,5.0,1.0,C
18,0.1313485113835376,0.0788091068301225,4.0,5.0,0.0,B
19,0.0262697022767075,0.0,9.0,1.0,3.0,C
20,0.0266075388026607,0.0798226164079822,14.0,1.0,2.0,A
21,0.0,0.0532150776053215,16.0,0.0,1.0,A
22,0.2660753880266075,0.0532150776053215,4.0,10.0,3.0,A
23,0.1862527716186252,0.0266075388026607,5.0,7.0,2.0,B
24,0.0,0.0,12.0,0.0,0.0,A
25,0.0798226164079822,0.0266075388026607,2.0,3.0,3.0,C
26,0.0532150776053215,0.0,2.0,2.0,6.0,A
27,0.0532150776053215,0.2660753880266075,1.0,2.0,3.0,A
28,0.0266075388026607,0.1862527716186252,4.0,1.0,2.0,B
29,0.0,0.0,3.0,0.0,4.0,B
30,0.0506542845082313,0.0,2.0,2.0,3.0,C
31,0.0253271422541156,0.0759814267623469,6.0,1.0,5.0,C
32,0.0759814267623469,0.1266357112705783,6.0,3.0,2.0,C
33,0.1266357112705783,0.2026171380329252,2.0,5.0,3.0,B
34,0.0253271422541156,0.0,8.0,1.0,3.0,C
35,0.0,0.0506542845082313,6.0,0.0,2.0,C
36,0.0759814267623469,0.0253271422541156,7.0,3.0,2.0,C
37,0.1266357112705783,0.0759814267623469,5.0,5.0,3.0,C
38,0.2026171380329252,0.1266357112705783,6.0,8.0,2.0,A
39,0.0,0.0253271422541156,10.0,0.0,3.0,C
40,0.025630072618539,0.0768902178556172,1.0,1.0,3.0,C
41,0.0,0.1281503630926954,0.0,0.0,4.0,B
42,0.025630072618539,0.025630072618539,0.0,1.0,1.0,B
43,0.0,0.025630072618539,0.0,0.0,1.0,B
44,0.0,0.0,1.0,0.0,1.0,B
45,0.0768902178556172,0.025630072618539,2.0,3.0,1.0,B
46,0.1281503630926954,0.0,1.0,5.0,0.0,A
47,0.025630072618539,0.025630072618539,7.0,1.0,1.0,C
48,0.025630072618539,0.0,4.0,1.0,0.0,B
49,0.0,0.0,8.0,0.0,0.0,B
50,0.099502487562189,0.033167495854063,5.0,3.0,1.0,C
51,0.066334991708126,0.033167495854063,8.0,2.0,1.0,C
52,0.099502487562189,0.0,3.0,3.0,1.0,C
53,0.132669983416252,0.066334991708126,3.0,4.0,2.0,C
54,0.033167495854063,0.033167495854063,9.0,1.0,0.0,B
55,0.033167495854063,0.099502487562189,1.0,1.0,3.0,C
56,0.033167495854063,0.066334991708126,3.0,1.0,3.0,C
57,0.0,0.099502487562189,3.0,0.0,1.0,C
58,0.066334991708126,0.132669983416252,1.0,2.0,2.0,C
59,0.033167495854063,0.033167495854063,2.0,1.0,4.0,C
60,0.0577478344562078,0.1154956689124157,3.0,2.0,4.0,C
61,0.1443695861405197,0.0866217516843118,5.0,5.0,4.0,C
62,0.0288739172281039,0.1443695861405197,3.0,1.0,4.0,C
63,0.1154956689124157,0.1443695861405197,5.0,4.0,2.0,C
64,0.0,0.0,8.0,0.0,3.0,C
65,0.1154956689124157,0.0577478344562078,6.0,4.0,0.0,C
66,0.0866217516843118,0.1443695861405197,9.0,3.0,2.0,C
67,0.1443695861405197,0.0288739172281039,6.0,5.0,2.0,C
68,0.1443695861405197,0.1154956689124157,4.0,5.0,4.0,C
69,0.0,0.0,12.0,0.0,4.0,B
70,0.0,0.0291970802919708,0.0,0.0,1.0,B
71,0.0,0.0291970802919708,3.0,0.0,2.0,C
72,0.0,0.1167883211678832,2.0,0.0,2.0,C
73,0.0583941605839416,0.0291970802919708,0.0,2.0,1.0,B
74,0.0291970802919708,0.0,2.0,1.0,1.0,B
75,0.0291970802919708,0.0,2.0,1.0,1.0,B
76,0.0291970802919708,0.0,4.0,1.0,1.0,C
77,0.1167883211678832,0.0,2.0,4.0,1.0,B
78,0.0291970802919708,0.0583941605839416,3.0,1.0,1.0,C
79,0.0,0.0291970802919708,6.0,0.0,1.0,C
80,0.165929203539823,0.0331858407079646,5.0,5.0,1.0,C
81,0.1991150442477876,0.1991150442477876,10.0,6.0,1.0,A
82,0.0995575221238938,0.0663716814159292,8.0,3.0,4.0,C
83,0.2654867256637168,0.0331858407079646,4.0,8.0,0.0,A
84,0.0,0.0331858407079646,7.0,0.0,5.0,B
85,0.0331858407079646,0.165929203539823,7.0,1.0,5.0,C
86,0.1991150442477876,0.1991150442477876,1.0,6.0,6.0,A
87,0.0663716814159292,0.0995575221238938,6.0,2.0,4.0,C
88,0.0331858407079646,0.2654867256637168,4.0,1.0,4.0,A
89,0.0331858407079646,0.0,5.0,1.0,3.0,C
90,0.1498751040799334,0.0499583680266444,7.0,6.0,2.0,B
91,0.0749375520399667,0.0999167360532889,5.0,3.0,4.0,C
92,0.1248959200666111,0.1498751040799334,10.0,5.0,7.0,A
93,0.1498751040799334,0.1498751040799334,6.0,6.0,3.0,B
94,0.0249791840133222,0.0249791840133222,11.0,1.0,3.0,C
95,0.0499583680266444,0.1498751040799334,6.0,2.0,4.0,C
96,0.0999167360532889,0.0749375520399667,11.0,4.0,5.0,B
97,0.1498751040799334,0.1248959200666111,6.0,6.0,3.0,B
98,0.1498751040799334,0.1498751040799334,3.0,6.0,5.0,A
99,0.0249791840133222,0.0249791840133222,13.0,1.0,4.0,B
100,0.0411805078929306,0.0,0.0,1.0,2.0,B
101,0.0411805078929306,0.2882635552505147,0.0,1.0,3.0,A
102,0.0,0.123541523678792,1.0,0.0,3.0,C
103,0.0411805078929306,0.123541523678792,1.0,1.0,2.0,C
104,0.0,0.0411805078929306,1.0,0.0,4.0,B
105,0.0,0.0411805078929306,6.0,0.0,1.0,C
106,0.2882635552505147,0.0411805078929306,6.0,7.0,0.0,A
107,0.123541523678792,0.0,6.0,3.0,0.0,B
108,0.123541523678792,0.0411805078929306,7.0,3.0,1.0,C
109,0.0411805078929306,0.0,10.0,1.0,1.0,C
110,0.1332593003886729,0.0666296501943364,1.0,4.0,3.0,C
111,0.0666296501943364,0.0666296501943364,4.0,2.0,4.0,C
112,0.0333148250971682,0.3664630760688506,3.0,1.0,6.0,A
113,0.0333148250971682,0.1665741254858412,4.0,1.0,4.0,C
114,0.0333148250971682,0.0,2.0,1.0,3.0,C
115,0.0666296501943364,0.1332593003886729,10.0,2.0,0.0,A
116,0.0666296501943364,0.0666296501943364,5.0,2.0,3.0,C
117,0.3664630760688506,0.0333148250971682,1.0,11.0,3.0,A
118,0.1665741254858412,0.0333148250971682,6.0,5.0,0.0,C
119,0.0,0.0333148250971682,10.0,0.0,3.0,C
120,0.0594059405940594,0.1188118811881188,3.0,2.0,4.0,C
121,0.1188118811881188,0.1188118811881188,3.0,4.0,3.0,C
122,0.0,0.1188118811881188,5.0,0.0,4.0,C
123,0.0594059405940594,0.0891089108910891,4.0,2.0,2.0,C
124,0.0,0.0891089108910891,4.0,0.0,5.0,C
125,0.1188118811881188,0.0594059405940594,8.0,4.0,1.0,C
126,0.1188118811881188,0.1188118811881188,10.0,4.0,3.0,C
127,0.1188118811881188,0.0,5.0,4.0,2.0,C
128,0.0891089108910891,0.0594059405940594,13.0,3.0,2.0,B
129,0.0891089108910891,0.0,14.0,3.0,0.0,A
130,0.0728744939271255,0.097165991902834,0.0,3.0,2.0,B
131,0.0242914979757085,0.048582995951417,3.0,1.0,2.0,C
132,0.0728744939271255,0.0242914979757085,2.0,3.0,3.0,C
133,0.0728744939271255,0.2186234817813765,3.0,3.0,3.0,B
134,0.0,0.0,6.0,0.0,6.0,A
135,0.097165991902834,0.0728744939271255,3.0,4.0,5.0,B
136,0.048582995951417,0.0242914979757085,12.0,2.0,3.0,C
137,0.0242914979757085,0.0728744939271255,14.0,1.0,0.0,A
138,0.2186234817813765,0.0728744939271255,4.0,9.0,0.0,A
139,0.0,0.0,14.0,0.0,2.0,A
140,0.0630749014454665,0.0473061760840998,10.0,4.0,4.0,A
141,0.0788436268068331,0.0157687253613666,10.0,5.0,3.0,A
142,0.0630749014454665,0.0788436268068331,5.0,4.0,2.0,A
143,0.1103810775295663,0.1103810775295663,9.0,7.0,3.0,A
144,0.0157687253613666,0.0,12.0,1.0,4.0,B
145,0.0473061760840998,0.0630749014454665,9.0,3.0,8.0,A
146,0.0157687253613666,0.0788436268068331,9.0,1.0,6.0,B
147,0.0788436268068331,0.0630749014454665,4.0,5.0,1.0,A
148,0.1103810775295663,0.1103810775295663,5.0,7.0,1.0,A
149,0.0,0.0157687253613666,13.0,0.0,5.0,A
150,0.1219512195121951,0.0,8.0,3.0,1.0,B
151,0.1219512195121951,0.0,5.0,3.0,1.0,C
152,0.08130081300813,0.040650406504065,6.0,2.0,1.0,C
153,0.2032520325203252,0.08130081300813,7.0,5.0,0.0,A
154,0.0,0.040650406504065,9.0,0.0,2.0,C
155,0.0,0.1219512195121951,2.0,0.0,3.0,C
156,0.0,0.1219512195121951,4.0,0.0,3.0,C
157,0.040650406504065,0.08130081300813,3.0,1.0,3.0,C
158,0.08130081300813,0.2032520325203252,1.0,2.0,2.0,B
159,0.040650406504065,0.0,2.0,1.0,2.0,C
160,0.2311643835616438,0.1284246575342466,2.0,9.0,6.0,A
161,0.0513698630136986,0.0770547945205479,7.0,2.0,5.0,C
162,0.0513698630136986,0.1027397260273972,3.0,2.0,2.0,C
163,0.0770547945205479,0.2054794520547945,2.0,3.0,4.0,B
164,0.0256849315068493,0.0,3.0,1.0,3.0,C
165,0.1284246575342466,0.2311643835616438,5.0,5.0,7.0,A
166,0.0770547945205479,0.0513698630136986,9.0,3.0,2.0,C
167,0.1027397260273972,0.0513698630136986,3.0,4.0,2.0,C
168,0.2054794520547945,0.0770547945205479,4.0,8.0,2.0,A
169,0.0,0.0256849315068493,9.0,0.0,4.0,C
170,0.0352319436288901,0.1056958308866705,0.0,1.0,1.0,B
171,0.0,0.1056958308866705,1.0,0.0,3.0,C
172,0.0,0.1056958308866705,1.0,0.0,5.0,B
173,0.0,0.1761597181444509,0.0,0.0,3.0,B
174,0.0,0.0352319436288901,0.0,0.0,3.0,B
175,0.1056958308866705,0.0352319436288901,6.0,3.0,1.0,C
176,0.1056958308866705,0.0,9.0,3.0,0.0,C
177,0.1056958308866705,0.0,4.0,3.0,0.0,C
178,0.1761597181444509,0.0,6.0,5.0,1.0,B
179,0.0352319436288901,0.0,9.0,1.0,0.0,B
180,0.2577873254564983,0.0644468313641245,5.0,8.0,3.0,A
181,0.1611170784103114,0.0,11.0,5.0,2.0,B
182,0.1933404940923737,0.225563909774436,5.0,6.0,3.0,A
183,0.2577873254564983,0.0322234156820622,10.0,8.0,1.0,A
184,0.0,0.0322234156820622,22.0,0.0,2.0,A
185,0.0644468313641245,0.2577873254564983,1.0,2.0,6.0,A
186,0.0,0.1611170784103114,4.0,0.0,7.0,A
187,0.225563909774436,0.1933404940923737,3.0,7.0,1.0,A
188,0.0322234156820622,0.2577873254564983,5.0,1.0,5.0,A
189,0.0322234156820622,0.0,7.0,1.0,8.0,A
190,0.130647795318454,0.0326619488296135,3.0,4.0,1.0,C
191,0.0326619488296135,0.065323897659227,7.0,1.0,1.0,C
192,0.130647795318454,0.0,6.0,4.0,1.0,C
193,0.1633097441480675,0.0979858464888405,9.0,5.0,1.0,C
194,0.0326619488296135,0.065323897659227,9.0,1.0,4.0,C
195,0.0326619488296135,0.130647795318454,2.0,1.0,0.0,B
196,0.065323897659227,0.0326619488296135,5.0,2.0,3.0,C
197,0.0,0.130647795318454,4.0,0.0,5.0,C
198,0.0979858464888405,0.1633097441480675,4.0,3.0,3.0,C
199,0.065323897659227,0.0326619488296135,6.0,2.0,4.0,C
200,0.0507399577167019,0.0761099365750528,7.0,2.0,2.0,C
201,0.1268498942917547,0.0253699788583509,6.0,5.0,3.0,C
202,0.0761099365750528,0.0507399577167019,3.0,3.0,3.0,C
203,0.0761099365750528,0.0761099365750528,5.0,3.0,2.0,C
204,0.0,0.0253699788583509,11.0,0.0,0.0,A
205,0.0761099365750528,0.0507399577167019,2.0,3.0,3.0,C
206,0.0253699788583509,0.1268498942917547,6.0,1.0,2.0,C
207,0.0507399577167019,0.0761099365750528,4.0,2.0,2.0,C
208,0.0761099365750528,0.0761099365750528,4.0,3.0,3.0,C
209,0.0253699788583509,0.0,7.0,1.0,3.0,C
210,0.0354609929078014,0.1063829787234042,4.0,1.0,3.0,C
211,0.1063829787234042,0.1418439716312056,3.0,3.0,3.0,C
212,0.0,0.2127659574468085,0.0,0.0,3.0,A
213,0.0709219858156028,0.0709219858156028,2.0,2.0,2.0,C
214,0.0,0.0709219858156028,5.0,0.0,6.0,B
215,0.1063829787234042,0.0354609929078014,6.0,3.0,2.0,C
216,0.1418439716312056,0.1063829787234042,9.0,4.0,1.0,C
217,0.2127659574468085,0.0,5.0,6.0,0.0,A
218,0.0709219858156028,0.0709219858156028,9.0,2.0,3.0,C
219,0.0709219858156028,0.0,14.0,2.0,1.0,A
220,0.0585651537335285,0.0585651537335285,8.0,2.0,2.0,C
221,0.1756954612005856,0.0878477306002928,5.0,6.0,1.0,C
222,0.0878477306002928,0.0585651537335285,6.0,3.0,2.0,C
223,0.1464128843338213,0.0585651537335285,7.0,5.0,2.0,C
224,0.0292825768667642,0.0,9.0,1.0,2.0,C
225,0.0585651537335285,0.0585651537335285,4.0,2.0,3.0,C
226,0.0878477306002928,0.1756954612005856,2.0,3.0,3.0,C
227,0.0585651537335285,0.0878477306002928,3.0,2.0,4.0,C
228,0.0585651537335285,0.1464128843338213,4.0,2.0,4.0,C
229,0.0,0.0292825768667642,6.0,0.0,3.0,C
230,0.0246507806080525,0.0986031224322103,6.0,1.0,5.0,C
231,0.1479046836483155,0.0493015612161051,2.0,6.0,2.0,A
232,0.0493015612161051,0.1479046836483155,4.0,2.0,2.0,C
233,0.0493015612161051,0.1232539030402629,5.0,2.0,3.0,C
234,0.0246507806080525,0.0246507806080525,6.0,1.0,6.0,B
235,0.0986031224322103,0.0246507806080525,4.0,4.0,3.0,C
236,0.0493015612161051,0.1479046836483155,11.0,2.0,2.0,B
237,0.1479046836483155,0.0493015612161051,5.0,6.0,4.0,B
238,0.1232539030402629,0.0493015612161051,7.0,5.0,1.0,B
239,0.0246507806080525,0.0246507806080525,7.0,1.0,2.0,C
240,0.0,0.0329308452250274,1.0,0.0,2.0,C
241,0.0,0.1317233809001097,1.0,0.0,4.0,C
242,0.0329308452250274,0.0987925356750823,1.0,1.0,1.0,C
243,0.0329308452250274,0.1317233809001097,0.0,1.0,3.0,C
244,0.0,0.0329308452250274,1.0,0.0,3.0,C
245,0.0329308452250274,0.0,6.0,1.0,1.0,C
246,0.1317233809001097,0.0,4.0,4.0,1.0,C
247,0.0987925356750823,0.0329308452250274,3.0,3.0,0.0,C
248,0.1317233809001097,0.0329308452250274,6.0,4.0,0.0,C
249,0.0329308452250274,0.0,9.0,1.0,0.0,B
250,0.1792114695340501,0.07168458781362,5.0,5.0,4.0,B
251,0.1075268817204301,0.1075268817204301,7.0,3.0,0.0,B
252,0.03584229390681,0.0,8.0,1.0,1.0,C
253,0.2150537634408602,0.0,4.0,6.0,0.0,A
254,0.0,0.0,10.0,0.0,0.0,B
255,0.07168458781362,0.1792114695340501,2.0,2.0,4.0,C
256,0.1075268817204301,0.1075268817204301,2.0,3.0,1.0,C
257,0.0,0.03584229390681,0.0,0.0,3.0,B
258,0.0,0.2150537634408602,0.0,0.0,1.0,A
259,0.0,0.0,0.0,0.0,6.0,A
260,0.0381436745073108,0.0381436745073108,0.0,1.0,2.0,C
261,0.0762873490146217,0.0381436745073108,7.0,2.0,0.0,C
262,0.0762873490146217,0.0,3.0,2.0,0.0,C
263,0.1907183725365543,0.0,4.0,5.0,0.0,A
264,0.0381436745073108,0.0381436745073108,7.0,1.0,1.0,C
265,0.0381436745073108,0.0381436745073108,1.0,1.0,2.0,C
266,0.0381436745073108,0.0762873490146217,1.0,1.0,2.0,C
267,0.0,0.0762873490146217,1.0,0.0,3.0,C
268,0.0,0.1907183725365543,1.0,0.0,3.0,B
269,0.0381436745073108,0.0381436745073108,1.0,1.0,1.0,C
270,0.024,0.192,11.0,1.0,4.0,A
271,0.024,0.096,10.0,1.0,6.0,B
272,0.048,0.168,6.0,2.0,5.0,C
273,0.24,0.072,6.0,10.0,3.0,A
274,0.048,0.072,10.0,2.0,7.0,A
275,0.192,0.024,9.0,8.0,4.0,A
276,0.096,0.024,10.0,4.0,4.0,B
277,0.168,0.048,10.0,7.0,3.0,A
278,0.072,0.24,8.0,3.0,3.0,A
279,0.072,0.048,21.0,3.0,2.0,A
280,0.0604229607250755,0.0906344410876132,8.0,2.0,3.0,C
281,0.0604229607250755,0.0,7.0,2.0,2.0,C
282,0.120845921450151,0.1510574018126888,7.0,4.0,2.0,C
283,0.1510574018126888,0.120845921450151,7.0,5.0,3.0,C
284,0.0302114803625377,0.0604229607250755,10.0,1.0,4.0,C
285,0.0906344410876132,0.0604229607250755,4.0,3.0,3.0,C
286,0.0,0.0604229607250755,7.0,0.0,4.0,C
287,0.1510574018126888,0.120845921450151,3.0,5.0,2.0,C
288,0.120845921450151,0.1510574018126888,5.0,4.0,3.0,C
289,0.0604229607250755,0.0302114803625377,10.0,2.0,3.0,C
290,0.0,0.132061628760088,1.0,0.0,1.0,B
291,0.0440205429200293,0.0,1.0,1.0,2.0,B
292,0.0,0.2641232575201761,1.0,0.0,2.0,A
293,0.0440205429200293,0.1760821716801174,0.0,1.0,4.0,B
294,0.0,0.0,1.0,0.0,4.0,B
295,0.132061628760088,0.0,2.0,3.0,1.0,B
296,0.0,0.0440205429200293,5.0,0.0,0.0,B
297,0.2641232575201761,0.0,2.0,6.0,0.0,A
298,0.1760821716801174,0.0440205429200293,3.0,4.0,1.0,A
299,0.0,0.0,9.0,0.0,0.0,B
300,0.1000555864369093,0.1000555864369093,7.0,3.0,1.0,C
301,0.1000555864369093,0.0667037242912729,6.0,3.0,1.0,C
302,0.1667593107281823,0.0,1.0,5.0,2.0,B
303,0.0667037242912729,0.0333518621456364,4.0,2.0,0.0,C
304,0.0,0.0,8.0,0.0,2.0,C
305,0.1000555864369093,0.1000555864369093,0.0,3.0,2.0,C
306,0.0667037242912729,0.1000555864369093,2.0,2.0,2.0,C
307,0.0,0.1667593107281823,2.0,0.0,3.0,C
308,0.0333518621456364,0.0667037242912729,2.0,1.0,2.0,C
309,0.0,0.0,3.0,0.0,4.0,B
310,0.0361881785283474,0.0723763570566948,14.0,1.0,4.0,A
311,0.0723763570566948,0.1447527141133896,16.0,2.0,0.0,A
312,0.2171290711700844,0.1085645355850422,7.0,6.0,3.0,A
313,0.3618817852834741,0.0,4.0,10.0,0.0,A
314,0.0723763570566948,0.0,9.0,2.0,2.0,C
315,0.0723763570566948,0.0361881785283474,4.0,2.0,5.0,B
316,0.1447527141133896,0.0723763570566948,3.0,4.0,5.0,A
317,0.1085645355850422,0.2171290711700844,2.0,3.0,4.0,B
318,0.0,0.3618817852834741,2.0,0.0,2.0,A
319,0.0,0.0723763570566948,1.0,0.0,5.0,B
320,0.0540784136998648,0.0270392068499324,9.0,2.0,2.0,C
321,0.0540784136998648,0.0,6.0,2.0,1.0,C
322,0.0811176205497972,0.0,5.0,3.0,1.0,C
323,0.2974312753492564,0.1081568273997296,4.0,11.0,0.0,A
324,0.0270392068499324,0.0540784136998648,12.0,1.0,3.0,C
325,0.0270392068499324,0.0540784136998648,6.0,1.0,3.0,C
326,0.0,0.0540784136998648,7.0,0.0,4.0,C
327,0.0,0.0811176205497972,5.0,0.0,3.0,C
328,0.1081568273997296,0.2974312753492564,1.0,4.0,4.0,A
329,0.0540784136998648,0.0270392068499324,2.0,2.0,5.0,B
330,0.0,0.035799522673031,5.0,0.0,2.0,C
331,0.1789976133651551,0.035799522673031,2.0,5.0,1.0,B
332,0.0,0.071599045346062,4.0,0.0,1.0,C
333,0.107398568019093,0.0,5.0,3.0,0.0,C
334,0.107398568019093,0.0,7.0,3.0,0.0,C
335,0.035799522673031,0.0,1.0,1.0,4.0,B
336,0.035799522673031,0.1789976133651551,3.0,1.0,3.0,C
337,0.071599045346062,0.0,0.0,2.0,0.0,B
338,0.0,0.107398568019093,1.0,0.0,1.0,B
339,0.0,0.107398568019093,1.0,0.0,3.0,C
340,0.0908632004038364,0.0302877334679454,1.0,3.0,1.0,C
341,0.0302877334679454,0.0908632004038364,3.0,1.0,2.0,C
342,0.1514386673397274,0.0302877334679454,4.0,5.0,0.0,C
343,0.1514386673397274,0.0,2.0,5.0,1.0,B
344,0.0,0.0,7.0,0.0,1.0,C
345,0.0302877334679454,0.0908632004038364,3.0,1.0,3.0,C
346,0.0908632004038364,0.0302877334679454,2.0,3.0,3.0,C
347,0.0302877334679454,0.1514386673397274,0.0,1.0,3.0,C
348,0.0,0.1514386673397274,3.0,0.0,2.0,C
349,0.0,0.0,3.0,0.0,3.0,C
350,0.0743494423791821,0.1486988847583643,6.0,3.0,1.0,B
351,0.0743494423791821,0.0247831474597273,9.0,3.0,3.0,C
352,0.0,0.0247831474597273,10.0,0.0,3.0,C
353,0.1734820322180917,0.0991325898389095,4.0,7.0,3.0,A
354,0.0,0.0,13.0,0.0,2.0,B
355,0.1486988847583643,0.0743494423791821,5.0,6.0,3.0,B
356,0.0247831474597273,0.0743494423791821,9.0,1.0,2.0,C
357,0.0247831474597273,0.0,6.0,1.0,2.0,C
358,0.0991325898389095,0.1734820322180917,6.0,4.0,2.0,B
359,0.0,0.0,8.0,0.0,4.0,C
360,0.1362397820163487,0.0272479564032697,1.0,5.0,2.0,B
361,0.0,0.0544959128065395,4.0,0.0,1.0,C
362,0.0272479564032697,0.0272479564032697,2.0,1.0,0.0,B
363,0.0272479564032697,0.0544959128065395,3.0,1.0,1.0,C
364,0.0,0.0,4.0,0.0,2.0,C
365,0.0272479564032697,0.1362397820163487,1.0,1.0,3.0,C
366,0.0544959128065395,0.0,3.0,2.0,3.0,C
367,0.0272479564032697,0.0272479564032697,2.0,1.0,0.0,B
368,0.0544959128065395,0.0272479564032697,3.0,2.0,0.0,B
369,0.0,0.0,3.0,0.0,1.0,B
370,0.0878477306002928,0.1317715959004392,10.0,4.0,5.0,B
371,0.0878477306002928,0.0878477306002928,9.0,4.0,8.0,A
372,0.0658857979502196,0.219619326500732,13.0,3.0,2.0,A
373,0.219619326500732,0.109809663250366,7.0,10.0,7.0,A
374,0.0219619326500732,0.0219619326500732,15.0,1.0,4.0,A
375,0.1317715959004392,0.0878477306002928,7.0,6.0,5.0,A
376,0.0878477306002928,0.0878477306002928,12.0,4.0,5.0,B
377,0.219619326500732,0.0658857979502196,4.0,10.0,8.0,A
378,0.109809663250366,0.219619326500732,10.0,5.0,0.0,A
379,0.0219619326500732,0.0219619326500732,12.0,1.0,4.0,B
380,0.1583949313621964,0.1900739176346357,10.0,5.0,1.0,A
381,0.1583949313621964,0.0,8.0,5.0,1.0,C
382,0.1900739176346357,0.0316789862724392,10.0,6.0,4.0,B
383,0.2217529039070749,0.0633579725448785,4.0,7.0,1.0,B
384,0.0633579725448785,0.0316789862724392,10.0,2.0,3.0,C
385,0.1900739176346357,0.1583949313621964,2.0,6.0,4.0,B
386,0.0,0.1583949313621964,8.0,0.0,5.0,B
387,0.0316789862724392,0.1900739176346357,5.0,1.0,5.0,B
388,0.0633579725448785,0.2217529039070749,4.0,2.0,4.0,B
389,0.0316789862724392,0.0633579725448785,6.0,1.0,7.0,A
390,0.0655737704918032,0.1311475409836065,6.0,2.0,4.0,C
391,0.0983606557377049,0.0327868852459016,6.0,3.0,1.0,C
392,0.1639344262295081,0.0655737704918032,0.0,5.0,1.0,B
393,0.2295081967213114,0.1311475409836065,4.0,7.0,1.0,B
394,0.0327868852459016,0.0,11.0,1.0,4.0,B
395,0.1311475409836065,0.0655737704918032,4.0,4.0,5.0,B
396,0.0327868852459016,0.0983606557377049,3.0,1.0,4.0,C
397,0.0655737704918032,0.1639344262295081,5.0,2.0,2.0,C
398,0.1311475409836065,0.2295081967213114,1.0,4.0,4.0,B
399,0.0,0.0327868852459016,7.0,0.0,3.0,C
400,0.0,0.0237154150197628,7.0,0.0,1.0,C
401,0.1185770750988142,0.0711462450592885,8.0,5.0,4.0,B
402,0.308300395256917,0.0237154150197628,5.0,13.0,5.0,A
