,kpm,okpm,a,k,d,performance
403,0.0948616600790513,0.1185770750988142,8.0,4.0,2.0,C
404,0.0711462450592885,0.0474308300395256,10.0,3.0,0.0,B
405,0.0237154150197628,0.0,5.0,1.0,4.0,C
406,0.0711462450592885,0.1185770750988142,7.0,3.0,7.0,A
407,0.0237154150197628,0.308300395256917,4.0,1.0,7.0,A
408,0.1185770750988142,0.0948616600790513,1.0,5.0,3.0,B
409,0.0474308300395256,0.0711462450592885,8.0,2.0,4.0,C
410,0.0528401585204755,0.0264200792602377,6.0,2.0,2.0,C
411,0.1056803170409511,0.0528401585204755,5.0,4.0,1.0,C
412,0.23778071334214,0.0528401585204755,4.0,9.0,2.0,A
413,0.1321003963011889,0.0792602377807133,6.0,5.0,1.0,C
414,0.0,0.0264200792602377,9.0,0.0,3.0,C
415,0.0264200792602377,0.0528401585204755,2.0,1.0,2.0,C
416,0.0528401585204755,0.1056803170409511,2.0,2.0,2.0,C
417,0.0528401585204755,0.23778071334214,3.0,2.0,6.0,A
418,0.0792602377807133,0.1321003963011889,3.0,3.0,4.0,C
419,0.0264200792602377,0.0,6.0,1.0,6.0,A
420,0.0559962669155389,0.0839944003733084,3.0,2.0,4.0,C
421,0.0559962669155389,0.1119925338310779,5.0,2.0,5.0,C
422,0.0279981334577694,0.2519832011199253,4.0,1.0,3.0,A
423,0.0839944003733084,0.1399906672888474,5.0,3.0,5.0,C
424,0.0279981334577694,0.0,8.0,1.0,4.0,C
425,0.0839944003733084,0.0559962669155389,8.0,3.0,1.0,C
426,0.1119925338310779,0.0559962669155389,13.0,4.0,2.0,B
427,0.2519832011199253,0.0279981334577694,8.0,9.0,0.0,A
428,0.1399906672888474,0.0839944003733084,13.0,5.0,2.0,B
429,0.0,0.0279981334577694,14.0,0.0,4.0,A
430,0.1274561869357408,0.0318640467339352,5.0,4.0,1.0,C
431,0.0637280934678704,0.0318640467339352,7.0,2.0,1.0,C
432,0.0318640467339352,0.0637280934678704,7.0,1.0,1.0,C
433,0.0955921402018056,0.0318640467339352,5.0,3.0,0.0,C
434,0.0637280934678704,0.0,7.0,2.0,2.0,C
435,0.0318640467339352,0.1274561869357408,2.0,1.0,3.0,C
436,0.0318640467339352,0.0637280934678704,3.0,1.0,3.0,C
437,0.0637280934678704,0.0318640467339352,2.0,2.0,2.0,C
438,0.0318640467339352,0.0955921402018056,1.0,1.0,3.0,C
439,0.0,0.0637280934678704,2.0,0.0,1.0,C
440,0.0674157303370786,0.0,2.0,2.0,1.0,C
441,0.0337078651685393,0.0337078651685393,6.0,1.0,0.0,C
442,0.1348314606741573,0.0674157303370786,6.0,4.0,1.0,C
443,0.1011235955056179,0.0337078651685393,3.0,3.0,2.0,C
444,0.0,0.0,8.0,0.0,0.0,B
445,0.0,0.0674157303370786,1.0,0.0,2.0,C
446,0.0337078651685393,0.0337078651685393,1.0,1.0,2.0,C
447,0.0674157303370786,0.1348314606741573,0.0,2.0,1.0,B
448,0.0337078651685393,0.1011235955056179,2.0,1.0,1.0,C
449,0.0,0.0,1.0,0.0,4.0,B
450,0.064343163538874,0.064343163538874,3.0,2.0,3.0,C
451,0.032171581769437,0.032171581769437,5.0,1.0,2.0,C
452,0.128686327077748,0.1608579088471849,3.0,4.0,4.0,C
453,0.064343163538874,0.225201072386059,6.0,2.0,2.0,B
454,0.0,0.0,6.0,0.0,4.0,C
455,0.064343163538874,0.064343163538874,5.0,2.0,2.0,C
456,0.032171581769437,0.032171581769437,12.0,1.0,2.0,B
457,0.1608579088471849,0.128686327077748,7.0,5.0,2.0,C
458,0.225201072386059,0.064343163538874,5.0,7.0,1.0,B
459,0.0,0.0,11.0,0.0,2.0,B
460,0.1364256480218281,0.0818553888130968,5.0,5.0,2.0,C
461,0.0,0.0545702592087312,15.0,0.0,4.0,A
462,0.1364256480218281,0.0272851296043656,7.0,5.0,1.0,C
463,0.1909959072305593,0.1364256480218281,7.0,7.0,1.0,B
464,0.0272851296043656,0.0,10.0,1.0,4.0,B
465,0.0818553888130968,0.1364256480218281,2.0,3.0,3.0,C
466,0.0545702592087312,0.0,7.0,2.0,4.0,C
467,0.0272851296043656,0.1364256480218281,8.0,1.0,3.0,C
468,0.1364256480218281,0.1909959072305593,1.0,5.0,4.0,B
469,0.0,0.0272851296043656,7.0,0.0,4.0,C
470,0.0328227571115973,0.0328227571115973,0.0,1.0,2.0,C
471,0.0328227571115973,0.0328227571115973,2.0,1.0,1.0,C
472,0.0,0.1312910284463895,1.0,0.0,3.0,C
473,0.0,0.0984682713347921,1.0,0.0,2.0,C
474,0.0328227571115973,0.0,0.0,1.0,1.0,B
475,0.0328227571115973,0.0328227571115973,3.0,1.0,0.0,B
476,0.0328227571115973,0.0328227571115973,5.0,1.0,0.0,C
477,0.1312910284463895,0.0,0.0,4.0,1.0,B
478,0.0984682713347921,0.0,0.0,3.0,1.0,B
479,0.0,0.0328227571115973,3.0,0.0,1.0,C
480,0.093603744149766,0.1404056162246489,5.0,4.0,5.0,C
481,0.1170046801872074,0.046801872074883,10.0,5.0,5.0,B
482,0.1170046801872074,0.0702028081123244,8.0,5.0,5.0,B
483,0.0702028081123244,0.2574102964118565,9.0,3.0,2.0,A
484,0.0234009360374415,0.0234009360374415,13.0,1.0,6.0,A
485,0.1404056162246489,0.093603744149766,7.0,6.0,4.0,B
486,0.046801872074883,0.1170046801872074,11.0,2.0,1.0,B
487,0.0702028081123244,0.1170046801872074,10.0,3.0,2.0,C
488,0.2574102964118565,0.0702028081123244,8.0,11.0,5.0,A
489,0.0234009360374415,0.0234009360374415,12.0,1.0,6.0,A
490,0.1791808873720136,0.0511945392491467,11.0,7.0,6.0,A
491,0.1535836177474402,0.1023890784982935,7.0,6.0,1.0,B
492,0.1023890784982935,0.0767918088737201,10.0,4.0,0.0,B
493,0.0767918088737201,0.0767918088737201,8.0,3.0,3.0,C
494,0.0767918088737201,0.0,17.0,3.0,2.0,A
495,0.0511945392491467,0.1791808873720136,7.0,2.0,6.0,B
496,0.1023890784982935,0.1535836177474402,5.0,4.0,2.0,C
497,0.0767918088737201,0.1023890784982935,5.0,3.0,3.0,C
498,0.0767918088737201,0.0767918088737201,3.0,3.0,5.0,C
499,0.0,0.0767918088737201,10.0,0.0,7.0,A
500,0.0,0.1184015786877158,5.0,0.0,4.0,C
501,0.1184015786877158,0.0592007893438579,3.0,4.0,4.0,C
502,0.0296003946719289,0.1776023680315737,3.0,1.0,1.0,B
503,0.1184015786877158,0.0888011840157868,3.0,4.0,4.0,C
504,0.0592007893438579,0.0592007893438579,5.0,2.0,4.0,C
505,0.1184015786877158,0.0,7.0,4.0,2.0,C
506,0.0592007893438579,0.1184015786877158,3.0,2.0,3.0,C
507,0.1776023680315737,0.0296003946719289,7.0,6.0,1.0,C
508,0.0888011840157868,0.1184015786877158,5.0,3.0,2.0,C
509,0.0592007893438579,0.0592007893438579,8.0,2.0,3.0,C
510,0.108695652173913,0.072463768115942,3.0,3.0,1.0,C
511,0.0,0.072463768115942,4.0,0.0,3.0,C
512,0.072463768115942,0.108695652173913,1.0,2.0,1.0,C
513,0.036231884057971,0.036231884057971,0.0,1.0,2.0,C
514,0.0,0.036231884057971,4.0,0.0,2.0,C
515,0.072463768115942,0.108695652173913,6.0,2.0,1.0,C
516,0.072463768115942,0.0,3.0,2.0,2.0,C
517,0.108695652173913,0.072463768115942,5.0,3.0,1.0,C
518,0.036231884057971,0.036231884057971,4.0,1.0,1.0,C
519,0.036231884057971,0.0,6.0,1.0,1.0,C
520,0.1006711409395973,0.1006711409395973,1.0,3.0,5.0,B
521,0.1006711409395973,0.0671140939597315,1.0,3.0,2.0,C
522,0.0335570469798657,0.1006711409395973,2.0,1.0,3.0,C
523,0.0,0.2684563758389262,4.0,0.0,2.0,A
524,0.0,0.0,2.0,0.0,4.0,B
525,0.1006711409395973,0.1006711409395973,3.0,3.0,3.0,C
526,0.0671140939597315,0.1006711409395973,7.0,2.0,1.0,C
527,0.1006711409395973,0.0335570469798657,9.0,3.0,1.0,C
528,0.2684563758389262,0.0,2.0,8.0,1.0,A
529,0.0,0.0,7.0,0.0,1.0,C
530,0.1275690999291283,0.1063075832742735,3.0,6.0,1.0,A
531,0.0850460666194188,0.0212615166548547,9.0,4.0,5.0,B
532,0.0637845499645641,0.1063075832742735,7.0,3.0,6.0,B
533,0.0637845499645641,0.1063075832742735,12.0,3.0,3.0,B
534,0.0425230333097094,0.0637845499645641,10.0,2.0,4.0,C
535,0.1063075832742735,0.1275690999291283,4.0,5.0,4.0,A
536,0.0212615166548547,0.0850460666194188,12.0,1.0,6.0,A
537,0.1063075832742735,0.0637845499645641,2.0,5.0,2.0,A
538,0.1063075832742735,0.0637845499645641,8.0,5.0,4.0,B
539,0.0637845499645641,0.0425230333097094,11.0,3.0,2.0,B
540,0.1046207497820401,0.1307759372275501,4.0,4.0,3.0,C
541,0.07846556233653,0.07846556233653,5.0,3.0,4.0,C
542,0.07846556233653,0.1046207497820401,6.0,3.0,2.0,C
543,0.02615518744551,0.1830863121185701,6.0,1.0,6.0,B
544,0.05231037489102,0.07846556233653,4.0,2.0,7.0,A
545,0.1307759372275501,0.1046207497820401,7.0,5.0,3.0,C
546,0.07846556233653,0.07846556233653,10.0,3.0,3.0,C
547,0.1046207497820401,0.07846556233653,9.0,4.0,1.0,C
548,0.1830863121185701,0.02615518744551,10.0,7.0,2.0,B
549,0.07846556233653,0.05231037489102,15.0,3.0,4.0,A
550,0.1427438540840603,0.1665344964314036,9.0,6.0,3.0,A
551,0.0951625693893735,0.0951625693893735,11.0,4.0,4.0,C
552,0.1665344964314036,0.0237906423473433,8.0,7.0,4.0,A
553,0.0951625693893735,0.1427438540840603,12.0,4.0,3.0,B
554,0.0237906423473433,0.0237906423473433,15.0,1.0,5.0,A
555,0.1665344964314036,0.1427438540840603,2.0,7.0,2.0,A
556,0.0951625693893735,0.0951625693893735,11.0,4.0,6.0,A
557,0.0237906423473433,0.1665344964314036,10.0,1.0,6.0,B
558,0.1427438540840603,0.0951625693893735,7.0,6.0,4.0,B
559,0.0237906423473433,0.0237906423473433,14.0,1.0,4.0,A
560,0.0860009555661729,0.0286669851887243,6.0,3.0,3.0,C
561,0.1146679407548972,0.0860009555661729,6.0,4.0,3.0,C
562,0.1433349259436216,0.0573339703774486,9.0,5.0,0.0,B
563,0.1720019111323459,0.0860009555661729,5.0,6.0,1.0,C
564,0.0,0.0573339703774486,6.0,0.0,4.0,C
565,0.0286669851887243,0.0860009555661729,5.0,1.0,4.0,C
566,0.0860009555661729,0.1146679407548972,8.0,3.0,3.0,C
567,0.0573339703774486,0.1433349259436216,7.0,2.0,6.0,B
568,0.0860009555661729,0.1720019111323459,5.0,3.0,3.0,C
569,0.0573339703774486,0.0,6.0,2.0,2.0,C
570,0.1023017902813299,0.1534526854219949,6.0,4.0,5.0,C
571,0.0511508951406649,0.0511508951406649,7.0,2.0,4.0,C
572,0.0767263427109974,0.1278772378516624,4.0,3.0,5.0,C
573,0.0767263427109974,0.1790281329923273,5.0,3.0,3.0,C
574,0.0,0.0511508951406649,6.0,0.0,5.0,C
575,0.1534526854219949,0.1023017902813299,6.0,6.0,2.0,B
576,0.0511508951406649,0.0511508951406649,9.0,2.0,2.0,C
577,0.1278772378516624,0.0767263427109974,10.0,5.0,1.0,B
578,0.1790281329923273,0.0767263427109974,8.0,7.0,2.0,B
579,0.0511508951406649,0.0,10.0,2.0,5.0,B
580,0.1849405548216644,0.0792602377807133,4.0,7.0,2.0,B
581,0.0264200792602377,0.0,12.0,1.0,3.0,B
582,0.0792602377807133,0.0528401585204755,8.0,3.0,0.0,B
583,0.1321003963011889,0.0528401585204755,5.0,5.0,2.0,C
584,0.0,0.0528401585204755,11.0,0.0,2.0,B
585,0.0792602377807133,0.1849405548216644,3.0,3.0,4.0,C
586,0.0,0.0264200792602377,6.0,0.0,4.0,C
587,0.0528401585204755,0.0792602377807133,5.0,2.0,4.0,C
588,0.0528401585204755,0.1321003963011889,5.0,2.0,2.0,C
589,0.0528401585204755,0.0,4.0,2.0,2.0,C
590,0.2031144211238998,0.2031144211238998,9.0,5.0,4.0,A
591,0.0812457684495599,0.1624915368991198,8.0,2.0,5.0,B
592,0.2437373053486797,0.0406228842247799,10.0,6.0,0.0,A
593,0.4468517264725795,0.0,6.0,11.0,3.0,A
594,0.0812457684495599,0.1218686526743398,21.0,2.0,1.0,A
595,0.2031144211238998,0.2031144211238998,2.0,5.0,4.0,A
596,0.1624915368991198,0.0812457684495599,4.0,4.0,6.0,A
597,0.0406228842247799,0.2437373053486797,1.0,1.0,5.0,A
598,0.0,0.4468517264725795,4.0,0.0,7.0,A
599,0.1218686526743398,0.0812457684495599,5.0,3.0,4.0,B
600,0.0825309491059147,0.0275103163686382,7.0,3.0,1.0,C
601,0.0825309491059147,0.0825309491059147,8.0,3.0,3.0,C
602,0.1100412654745529,0.0825309491059147,8.0,4.0,1.0,C
603,0.1375515818431912,0.0,8.0,5.0,0.0,B
604,0.0,0.0,13.0,0.0,2.0,B
605,0.0275103163686382,0.0825309491059147,3.0,1.0,4.0,C
606,0.0825309491059147,0.0825309491059147,2.0,3.0,1.0,C
607,0.0825309491059147,0.1100412654745529,2.0,3.0,2.0,C
608,0.0,0.1375515818431912,5.0,0.0,2.0,C
609,0.0,0.0,2.0,0.0,6.0,A
610,0.0,0.267515923566879,0.0,0.0,6.0,A
611,0.0382165605095541,0.0382165605095541,1.0,1.0,2.0,C
612,0.0,0.267515923566879,1.0,0.0,3.0,A
613,0.0,0.0382165605095541,2.0,0.0,3.0,C
614,0.0382165605095541,0.0,1.0,1.0,2.0,B
615,0.267515923566879,0.0,1.0,7.0,0.0,A
616,0.0382165605095541,0.0382165605095541,6.0,1.0,0.0,C
617,0.267515923566879,0.0,1.0,7.0,0.0,A
618,0.0382165605095541,0.0,7.0,1.0,0.0,C
619,0.0,0.0382165605095541,5.0,0.0,2.0,C
620,0.0,0.0671391271913465,2.0,0.0,2.0,C
621,0.0223797090637821,0.0,3.0,1.0,1.0,B
622,0.0,0.134278254382693,3.0,0.0,5.0,C
623,0.0895188362551286,0.1118985453189108,0.0,4.0,1.0,A
624,0.0,0.0447594181275643,4.0,0.0,7.0,A
625,0.0671391271913465,0.0,7.0,3.0,1.0,B
626,0.0,0.0223797090637821,11.0,0.0,2.0,B
627,0.134278254382693,0.0,6.0,6.0,0.0,A
628,0.1118985453189108,0.0895188362551286,6.0,5.0,0.0,A
629,0.0447594181275643,0.0,9.0,2.0,2.0,C
630,0.0690184049079754,0.0460122699386503,2.0,3.0,7.0,A
631,0.0690184049079754,0.0920245398773006,3.0,3.0,6.0,B
632,0.0,0.0690184049079754,3.0,0.0,1.0,C
633,0.0230061349693251,0.1840490797546012,5.0,1.0,3.0,C
634,0.0230061349693251,0.0460122699386503,4.0,1.0,2.0,C
635,0.0460122699386503,0.0690184049079754,13.0,2.0,3.0,B
636,0.0920245398773006,0.0690184049079754,10.0,4.0,3.0,C
637,0.0690184049079754,0.0,9.0,3.0,2.0,C
638,0.1840490797546012,0.0230061349693251,3.0,8.0,0.0,A
639,0.0460122699386503,0.0230061349693251,14.0,2.0,0.0,A
640,0.0,0.0326619488296135,3.0,0.0,3.0,C
641,0.0979858464888405,0.065323897659227,4.0,3.0,3.0,C
642,0.0326619488296135,0.195971692977681,3.0,1.0,2.0,B
643,0.0979858464888405,0.1633097441480675,3.0,3.0,3.0,C
644,0.0979858464888405,0.0,6.0,3.0,3.0,C
645,0.0326619488296135,0.0,3.0,1.0,0.0,B
646,0.065323897659227,0.0979858464888405,7.0,2.0,3.0,C
647,0.195971692977681,0.0326619488296135,4.0,6.0,2.0,C
648,0.1633097441480675,0.0979858464888405,3.0,5.0,0.0,B
649,0.0,0.0979858464888405,9.0,0.0,5.0,B
650,0.1273885350318471,0.0,2.0,3.0,0.0,B
651,0.2972399150743099,0.0849256900212314,6.0,7.0,1.0,A
652,0.2123142250530785,0.0,3.0,5.0,1.0,A
653,0.1698513800424628,0.0,5.0,4.0,0.0,A
654,0.0,0.0,9.0,0.0,0.0,B
655,0.0,0.1273885350318471,1.0,0.0,4.0,C
656,0.0849256900212314,0.2972399150743099,0.0,2.0,5.0,A
657,0.0,0.2123142250530785,2.0,0.0,2.0,A
658,0.0,0.1698513800424628,0.0,0.0,2.0,B
659,0.0,0.0,0.0,0.0,6.0,A
660,0.0,0.0698080279232111,5.0,0.0,4.0,C
661,0.0,0.1745200698080279,5.0,0.0,5.0,B
662,0.1396160558464223,0.1047120418848167,2.0,4.0,3.0,C
663,0.0349040139616055,0.2094240837696335,2.0,1.0,2.0,B
664,0.0349040139616055,0.1396160558464223,2.0,1.0,6.0,B
665,0.0698080279232111,0.0,11.0,2.0,2.0,C
666,0.1745200698080279,0.0,6.0,5.0,1.0,C
667,0.1047120418848167,0.1396160558464223,9.0,3.0,1.0,B
668,0.2094240837696335,0.0349040139616055,7.0,6.0,1.0,B
669,0.1396160558464223,0.0349040139616055,10.0,4.0,1.0,C
670,0.0702165008777062,0.0351082504388531,1.0,2.0,4.0,B
671,0.0351082504388531,0.0702165008777062,4.0,1.0,2.0,C
672,0.0351082504388531,0.2457577530719719,2.0,1.0,3.0,A
673,0.0,0.1053247513165593,4.0,0.0,1.0,C
674,0.0351082504388531,0.0,2.0,1.0,3.0,C
675,0.0351082504388531,0.0702165008777062,10.0,1.0,1.0,C
676,0.0702165008777062,0.0351082504388531,8.0,2.0,0.0,C
677,0.2457577530719719,0.0351082504388531,3.0,7.0,2.0,A
678,0.1053247513165593,0.0,5.0,3.0,0.0,C
679,0.0,0.0351082504388531,8.0,0.0,2.0,C
680,0.0,0.1864512119328775,4.0,0.0,4.0,C
681,0.149160969546302,0.0,4.0,4.0,4.0,A
682,0.149160969546302,0.2610316967060286,1.0,4.0,3.0,A
683,0.0,0.1864512119328775,2.0,0.0,2.0,B
684,0.0372902423865755,0.0,6.0,1.0,4.0,C
685,0.1864512119328775,0.0,4.0,5.0,2.0,B
686,0.0,0.149160969546302,5.0,0.0,2.0,C
687,0.2610316967060286,0.149160969546302,3.0,7.0,2.0,A
688,0.1864512119328775,0.0,1.0,5.0,0.0,A
689,0.0,0.0372902423865755,12.0,0.0,3.0,B
690,0.2042801556420233,0.0,7.0,7.0,1.0,B
691,0.2334630350194552,0.0291828793774319,5.0,8.0,2.0,A
692,0.0583657587548638,0.0,4.0,2.0,1.0,C
693,0.0875486381322957,0.2334630350194552,12.0,3.0,3.0,A
694,0.0,0.0,14.0,0.0,2.0,A
695,0.0,0.2042801556420233,6.0,0.0,2.0,A
696,0.0291828793774319,0.2334630350194552,4.0,1.0,5.0,B
697,0.0,0.0583657587548638,6.0,0.0,5.0,C
698,0.2334630350194552,0.0875486381322957,1.0,8.0,5.0,A
699,0.0,0.0,9.0,0.0,3.0,C
700,0.0301659125188536,0.090497737556561,8.0,1.0,5.0,C
701,0.1508295625942685,0.090497737556561,9.0,5.0,3.0,C
702,0.2413273001508295,0.090497737556561,3.0,8.0,2.0,B
703,0.1508295625942685,0.1206636500754147,8.0,5.0,2.0,C
704,0.0301659125188536,0.0,14.0,1.0,1.0,A
705,0.090497737556561,0.0301659125188536,3.0,3.0,4.0,C
706,0.090497737556561,0.1508295625942685,5.0,3.0,4.0,C
707,0.090497737556561,0.2413273001508295,2.0,3.0,5.0,B
708,0.1206636500754147,0.1508295625942685,2.0,4.0,3.0,C
709,0.0,0.0301659125188536,4.0,0.0,4.0,C
710,0.1257861635220125,0.0,10.0,3.0,1.0,B
711,0.2935010482180293,0.0,5.0,7.0,1.0,A
712,0.0838574423480083,0.0,6.0,2.0,0.0,C
713,0.2935010482180293,0.0838574423480083,10.0,7.0,1.0,A
714,0.0419287211740041,0.0419287211740041,17.0,1.0,0.0,A
715,0.0,0.1257861635220125,1.0,0.0,3.0,C
716,0.0,0.2935010482180293,3.0,0.0,4.0,A
717,0.0,0.0838574423480083,3.0,0.0,4.0,C
718,0.0838574423480083,0.2935010482180293,1.0,2.0,4.0,A
719,0.0419287211740041,0.0419287211740041,1.0,1.0,5.0,B
720,0.0256849315068493,0.0513698630136986,2.0,1.0,3.0,C
721,0.0513698630136986,0.0513698630136986,11.0,2.0,3.0,C
722,0.2311643835616438,0.0770547945205479,5.0,9.0,2.0,A
723,0.0513698630136986,0.1541095890410959,7.0,2.0,3.0,C
724,0.0513698630136986,0.0,10.0,2.0,2.0,C
725,0.0513698630136986,0.0256849315068493,7.0,2.0,1.0,C
726,0.0513698630136986,0.0513698630136986,7.0,2.0,4.0,C
727,0.0770547945205479,0.2311643835616438,6.0,3.0,7.0,A
728,0.1541095890410959,0.0513698630136986,3.0,6.0,2.0,B
729,0.0,0.0513698630136986,10.0,0.0,2.0,C
730,0.0,0.0,9.0,0.0,2.0,C
731,0.2693602693602693,0.101010101010101,4.0,8.0,0.0,A
732,0.0336700336700336,0.0673400673400673,5.0,1.0,1.0,C
733,0.1683501683501683,0.0,4.0,5.0,1.0,C
734,0.0,0.0,12.0,0.0,1.0,B
735,0.0,0.0,3.0,0.0,2.0,C
736,0.101010101010101,0.2693602693602693,0.0,3.0,3.0,A
737,0.0673400673400673,0.0336700336700336,1.0,2.0,3.0,C
738,0.0,0.1683501683501683,1.0,0.0,4.0,B
739,0.0,0.0,2.0,0.0,2.0,B
740,0.2926829268292683,0.0,2.0,7.0,0.0,A
741,0.0836236933797909,0.0,9.0,2.0,1.0,C
742,0.1672473867595818,0.0,7.0,4.0,0.0,A
743,0.2926829268292683,0.0418118466898954,10.0,7.0,0.0,A
744,0.0418118466898954,0.0,15.0,1.0,0.0,A
745,0.0,0.2926829268292683,1.0,0.0,5.0,A
746,0.0,0.0836236933797909,1.0,0.0,4.0,C
747,0.0,0.1672473867595818,1.0,0.0,5.0,B
748,0.0418118466898954,0.2926829268292683,0.0,1.0,3.0,A
749,0.0,0.0418118466898954,1.0,0.0,4.0,B
750,0.0663716814159292,0.0995575221238938,1.0,2.0,1.0,C
751,0.0,0.0331858407079646,1.0,0.0,2.0,C
752,0.0331858407079646,0.1327433628318584,0.0,1.0,3.0,C
753,0.0,0.0,0.0,0.0,2.0,B
754,0.0,0.0663716814159292,0.0,0.0,2.0,B
755,0.0995575221238938,0.0663716814159292,3.0,3.0,2.0,C
756,0.0331858407079646,0.0,3.0,1.0,1.0,C
757,0.1327433628318584,0.0331858407079646,2.0,4.0,0.0,C
758,0.0,0.0,6.0,0.0,0.0,B
759,0.0663716814159292,0.0,6.0,2.0,0.0,C
760,0.0625978090766823,0.1877934272300469,6.0,2.0,8.0,A
761,0.1564945226917058,0.1251956181533646,4.0,5.0,4.0,C
762,0.1251956181533646,0.2816901408450704,7.0,4.0,6.0,A
763,0.1251956181533646,0.1877934272300469,5.0,4.0,3.0,C
764,0.0,0.0312989045383411,10.0,0.0,5.0,B
765,0.1877934272300469,0.0625978090766823,6.0,6.0,5.0,A
766,0.1251956181533646,0.1564945226917058,8.0,4.0,3.0,C
767,0.2816901408450704,0.1251956181533646,8.0,9.0,0.0,A
768,0.1877934272300469,0.1251956181533646,6.0,6.0,2.0,C
769,0.0312989045383411,0.0,5.0,1.0,5.0,B
770,0.0,0.035799522673031,4.0,0.0,2.0,C
771,0.071599045346062,0.107398568019093,3.0,2.0,3.0,C
772,0.071599045346062,0.071599045346062,1.0,2.0,3.0,C
773,0.107398568019093,0.1789976133651551,3.0,3.0,1.0,B
774,0.071599045346062,0.0,6.0,2.0,2.0,C
775,0.035799522673031,0.0,1.0,1.0,0.0,B
776,0.107398568019093,0.071599045346062,7.0,3.0,2.0,C
777,0.071599045346062,0.071599045346062,7.0,2.0,2.0,C
778,0.1789976133651551,0.107398568019093,2.0,5.0,0.0,B
779,0.0,0.071599045346062,8.0,0.0,5.0,C
780,0.0,0.2562538133007931,0.0,0.0,2.0,A
781,0.036607687614399,0.1464307504575961,1.0,1.0,5.0,B
782,0.036607687614399,0.1464307504575961,0.0,1.0,3.0,C
783,0.0,0.109823062843197,2.0,0.0,5.0,C
784,0.0,0.036607687614399,1.0,0.0,4.0,B
785,0.2562538133007931,0.0,4.0,7.0,0.0,A
786,0.1464307504575961,0.036607687614399,8.0,4.0,1.0,C
787,0.1464307504575961,0.036607687614399,3.0,4.0,1.0,C
788,0.109823062843197,0.0,4.0,3.0,0.0,C
789,0.036607687614399,0.0,13.0,1.0,0.0,A
790,0.0,0.0351082504388531,0.0,0.0,4.0,B
791,0.0,0.3159742539496781,2.0,0.0,6.0,A
792,0.0351082504388531,0.1053247513165593,2.0,1.0,4.0,C
793,0.0702165008777062,0.3159742539496781,0.0,2.0,2.0,A
794,0.0351082504388531,0.0351082504388531,0.0,1.0,7.0,A
795,0.0351082504388531,0.0,12.0,1.0,0.0,A
796,0.3159742539496781,0.0,7.0,9.0,2.0,A
797,0.1053247513165593,0.0351082504388531,12.0,3.0,0.0,B
798,0.3159742539496781,0.0702165008777062,6.0,9.0,0.0,A
799,0.0351082504388531,0.0351082504388531,18.0,1.0,2.0,A
800,0.028169014084507,0.1126760563380281,1.0,1.0,2.0,C
